"uniprotkb_canonical_ac","species","status","gene_symbol","uniprotkb_protein_name","ec_number","brenda_ec_number","cazy_gt_family","interpro_id","pfam_ac","go_molecular_function"
"Q93063-1","Homo sapiens (Human)","reviewed","EXT2","Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)","2.4.1.224|2.4.1.225","2.4.1.224|2.4.1.225","GT47|GT64","IPR004263|IPR027673|IPR040911|IPR015338|IPR029044","PF03016|PF09258","glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity [GO:0050508]|glucuronosyltransferase activity [GO:0015020]|heparan sulfate N-acetylglucosaminyltransferase activity [GO:0042328]|metal ion binding [GO:0046872]|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity [GO:0050509]|protein heterodimerization activity [GO:0046982]|transferase activity, transferring glycosyl groups [GO:0016757]"
"Q969X2-1","Homo sapiens (Human)","reviewed","ST6GALNAC6","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)","2.4.99.-","2.4.99.7","GT29","IPR001675|IPR038578|IPR012163","PF00777","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]|sialyltransferase activity [GO:0008373]"
"Q96F25-1","Homo sapiens (Human)","reviewed","ALG14","UDP-N-acetylglucosamine transferase subunit ALG14 homolog","","","GT1","IPR013969","PF08660",""
"Q96FL9-1","Homo sapiens (Human)","reviewed","GALNT14","Polypeptide N-acetylgalactosaminyltransferase 14 (EC 2.4.1.41) (Polypeptide GalNAc transferase 14) (GalNAc-T14) (pp-GaNTase 14) (Protein-UDP acetylgalactosaminyltransferase 14) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 14)","2.4.1.41","2.4.1.41","GT27","IPR001173|IPR029044|IPR035992|IPR000772","PF00535|PF00652","carbohydrate binding [GO:0030246]|metal ion binding [GO:0046872]|polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]"
"Q96JF0-1","Homo sapiens (Human)","reviewed","ST6GAL2","Beta-galactoside alpha-2,6-sialyltransferase 2 (Alpha 2,6-ST 2) (EC 2.4.99.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2) (ST6Gal II) (ST6GalII) (hST6Gal II) (Sialyltransferase 2)","2.4.99.1","2.4.99.1","GT29","IPR011330|IPR001675|IPR038578","PF00777","beta-galactoside alpha-2,6-sialyltransferase activity [GO:0003835]"
"Q96L58-1","Homo sapiens (Human)","reviewed","B3GALT6","Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)","2.4.1.134","2.4.1.134","GT31","IPR002659","PF01762","galactosyltransferase activity [GO:0008378]|galactosylxylosylprotein 3-beta-galactosyltransferase activity [GO:0047220]|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity [GO:0008499]|UDP-galactosyltransferase activity [GO:0035250]"
"Q96MS3-1","Homo sapiens (Human)","reviewed","GLT1D1","Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)","2.4.-.-","","GT4","IPR001296","PF00534","transferase activity, transferring glycosyl groups [GO:0016757]"
"Q99470-1","Homo sapiens (Human)","reviewed","SDF2","Stromal cell-derived factor 2 (SDF-2)","","","","IPR036300|IPR016093","PF02815","dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]"
"Q9BRB3-1","Homo sapiens (Human)","reviewed","PIGQ","Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q (EC 2.4.1.198) (N-acetylglucosamyl transferase component GPI1) (Phosphatidylinositol-glycan biosynthesis class Q protein) (PIG-Q)","2.4.1.198","2.4.1.198","","IPR007720","PF05024","phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]"
"Q9BT22-1","Homo sapiens (Human)","reviewed","ALG1","Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)","2.4.1.142","2.4.1.142","GT33","IPR026051|IPR001296","PF00534","chitobiosyldiphosphodolichol beta-mannosyltransferase activity [GO:0004578]|mannosyltransferase activity [GO:0000030]"
"Q9BV10-1","Homo sapiens (Human)","reviewed","ALG12","Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12 homolog) (hALG12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Mannosyltransferase ALG12 homolog) (Membrane protein SB87)","2.4.1.260","2.4.1.260","GT22","IPR039485|IPR005599","PF03901","dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity [GO:0052824]|dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity [GO:0052917]|mannosyltransferase activity [GO:0000030]"
"Q9BVH7-1","Homo sapiens (Human)","reviewed","ST6GALNAC5","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (EC 2.4.99.-) (GD1 alpha synthase) (GalNAc alpha-2,6-sialyltransferase V) (ST6GalNAc V) (ST6GalNAcV) (Sialyltransferase 7E) (SIAT7-E)","2.4.99.-","2.4.99.7","GT29","IPR001675|IPR038578|IPR012163","PF00777","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]|sialyltransferase activity [GO:0008373]"
"Q9BVK2-1","Homo sapiens (Human)","reviewed","ALG8","Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8 homolog) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)","2.4.1.265","2.4.1.265","GT57","IPR039487|IPR004856","PF03155","alpha-1,3-mannosyltransferase activity [GO:0000033]|dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity [GO:0004583]|dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042283]|dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]"
"Q9BY64-1","Homo sapiens (Human)","reviewed","UGT2B28","UDP-glucuronosyltransferase 2B28 (UDPGT 2B28) (EC 2.4.1.17)","2.4.1.17","","GT1","IPR002213|IPR035595","PF00201","glucuronosyltransferase activity [GO:0015020]|UDP-glycosyltransferase activity [GO:0008194]"
"Q9BYC5-1","Homo sapiens (Human)","reviewed","FUT8","Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)","2.4.1.68","2.4.1.68","GT23","IPR015827|IPR035653|IPR027350|IPR036028|IPR001452","PF14604","alpha-(1->6)-fucosyltransferase activity [GO:0046921]|glycoprotein 6-alpha-L-fucosyltransferase activity [GO:0008424]|SH3 domain binding [GO:0017124]"
"Q9BYG0-1","Homo sapiens (Human)","reviewed","B3GNT5","Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)","2.4.1.206","2.4.1.206","GT31","IPR002659","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity [GO:0008457]|galactosyltransferase activity [GO:0008378]|lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity [GO:0047256]|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]"
"Q9C0J1-1","Homo sapiens (Human)","reviewed","B3GNT4","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4 (EC 2.4.1.149) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4) (BGnT-4) (Beta-1,3-Gn-T4) (Beta-1,3-N-acetylglucosaminyltransferase 4) (Beta3Gn-T4)","2.4.1.149","","GT31","IPR002659","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|galactosyltransferase activity [GO:0008378]|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]"
"Q9H1B5-1","Homo sapiens (Human)","reviewed","XYLT2","Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II)","2.4.2.26","2.4.2.26","GT14","IPR003406|IPR024448","PF02485|PF12529","acetylglucosaminyltransferase activity [GO:0008375]|magnesium ion binding [GO:0000287]|manganese ion binding [GO:0030145]|protein xylosyltransferase activity [GO:0030158]"
"Q9H1C3-1","Homo sapiens (Human)","reviewed","GLT8D2","Glycosyltransferase 8 domain-containing protein 2 (EC 2.4.1.-)","2.4.1.-","","GT8","IPR002495|IPR029044","PF01501","transferase activity, transferring glycosyl groups [GO:0016757]"
"Q9H3H5-1","Homo sapiens (Human)","reviewed","DPAGT1","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)","2.7.8.15","","","IPR000715|IPR033895","PF00953","metal ion binding [GO:0046872]|phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]|transferase activity, transferring glycosyl groups [GO:0016757]|UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]|UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]"
"Q9H3S5-1","Homo sapiens (Human)","reviewed","PIGM","GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Phosphatidylinositol-glycan biosynthesis class M protein) (PIG-M)","2.4.1.-","","GT50","IPR007704","PF05007","transferase activity, transferring hexosyl groups [GO:0016758]"
"Q9H488-1","Homo sapiens (Human)","reviewed","POFUT1","GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)","2.4.1.221","2.4.1.221","GT65","IPR019378|IPR039922","PF10250","fucosyltransferase activity [GO:0008417]|peptide-O-fucosyltransferase activity [GO:0046922]"
"Q9H4F1-1","Homo sapiens (Human)","reviewed","ST6GALNAC4","Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.7) (NeuAc-alpha-2,3-Gal-beta-1,3-GalNAc-alpha-2,6-sialyltransferase) (ST6GalNAc IV) (ST6GalNAcIV) (Sialyltransferase 3C) (SIAT3-C) (Sialyltransferase 7D) (SIAT7-D)","2.4.99.7","2.4.99.7","GT29","IPR001675|IPR038578|IPR012163","PF00777","(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity [GO:0047290]|sialyltransferase activity [GO:0008373]"
"Q9H553-1","Homo sapiens (Human)","reviewed","ALG2","Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)","2.4.1.132|2.4.1.257","2.4.1.132","GT4","IPR027054|IPR001296|IPR028098","PF13439|PF00534","alpha-1,3-mannosyltransferase activity [GO:0000033]|calcium-dependent protein binding [GO:0048306]|GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity [GO:0004378]|GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity [GO:0102704]|protein heterodimerization activity [GO:0046982]|protein N-terminus binding [GO:0047485]"
"Q9H6U8-1","Homo sapiens (Human)","reviewed","ALG9","Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)","2.4.1.259|2.4.1.261","2.4.1.259|2.4.1.261","GT22","IPR039484|IPR005599","PF03901","alpha-1,2-mannosyltransferase activity [GO:0000026]|dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]|dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]|mannosyltransferase activity [GO:0000030]"
"Q9HAW7-1","Homo sapiens (Human)","reviewed","UGT1A7","UDP-glucuronosyltransferase 1-7 (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G) (UDP-glucuronosyltransferase 1A7)","2.4.1.17","2.4.1.17","GT1","IPR002213|IPR035595","PF00201","drug binding [GO:0008144]|enzyme binding [GO:0019899]|enzyme inhibitor activity [GO:0004857]|glucuronosyltransferase activity [GO:0015020]|protein heterodimerization activity [GO:0046982]|protein homodimerization activity [GO:0042803]|protein kinase C binding [GO:0005080]|retinoic acid binding [GO:0001972]|UDP-glycosyltransferase activity [GO:0008194]"
"Q9HAW8-1","Homo sapiens (Human)","reviewed","UGT1A10","UDP-glucuronosyltransferase 1-10 (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J) (UDP-glucuronosyltransferase 1A10)","2.4.1.17","2.4.1.17","GT1","IPR002213|IPR035595","PF00201","enzyme binding [GO:0019899]|glucuronosyltransferase activity [GO:0015020]|protein heterodimerization activity [GO:0046982]|protein homodimerization activity [GO:0042803]|protein kinase C binding [GO:0005080]|UDP-glycosyltransferase activity [GO:0008194]"
"Q9HAW9-1","Homo sapiens (Human)","reviewed","UGT1A8","UDP-glucuronosyltransferase 1-8 (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H) (UDP-glucuronosyltransferase 1A8)","2.4.1.17","2.4.1.17","GT1","IPR002213|IPR035595","PF00201","drug binding [GO:0008144]|enzyme binding [GO:0019899]|enzyme inhibitor activity [GO:0004857]|fatty acid binding [GO:0005504]|glucuronosyltransferase activity [GO:0015020]|protein heterodimerization activity [GO:0046982]|protein homodimerization activity [GO:0042803]|retinoic acid binding [GO:0001972]|steroid binding [GO:0005496]|UDP-glycosyltransferase activity [GO:0008194]"
"Q9HCN8-1","Homo sapiens (Human)","reviewed","SDF2L1","Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)","","","","IPR036300|IPR016093","PF02815","ATPase binding [GO:0051117]|chaperone binding [GO:0051087]|dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]|misfolded protein binding [GO:0051787]"
"Q9HCQ5-1","Homo sapiens (Human)","reviewed","GALNT9","Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (GalNAc-T9) (pp-GaNTase 9) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9)","2.4.1.41","2.4.1.41","GT27","IPR001173|IPR029044|IPR035992|IPR000772|IPR001202","PF00535|PF00652","carbohydrate binding [GO:0030246]|metal ion binding [GO:0046872]|polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]"
"Q9NP73-1","Homo sapiens (Human)","reviewed","ALG13","Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog)","2.4.1.141|3.4.19.12","","GT1","IPR039042|IPR007235|IPR003323|IPR038765|IPR002999","PF04101|PF02338","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity [GO:0004577]|RNA binding [GO:0003723]|thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]"
"Q9NPC4-1","Homo sapiens (Human)","reviewed","A4GALT","Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)","2.4.1.228","2.4.1.228","GT32","IPR007652|IPR007577|IPR029044","PF04572|PF04488","galactosyltransferase activity [GO:0008378]|lactosylceramide 4-alpha-galactosyltransferase activity [GO:0050512]|toxic substance binding [GO:0015643]"
"Q9NPZ5-1","Homo sapiens (Human)","reviewed","B3GAT2","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)","2.4.1.135","","GT43","IPR005027|IPR029044","PF03360","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]|metal ion binding [GO:0046872]"
"Q9NS00-1","Homo sapiens (Human)","reviewed","C1GALT1","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)","2.4.1.122","2.4.1.122","GT31","IPR026842|IPR003378","PF02434","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity [GO:0016263]|metal ion binding [GO:0046872]"
"Q9NSC7-1","Homo sapiens (Human)","reviewed","ST6GALNAC1","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.99.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAcI) (Sialyltransferase 7A) (SIAT7-A)","2.4.99.3","2.4.99.3","GT29","IPR001675|IPR038578","PF00777","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]|sialyltransferase activity [GO:0008373]"
"Q9NUD9-1","Homo sapiens (Human)","reviewed","PIGV","GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V)","2.4.1.-","","GT76","IPR007315","PF04188","dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity [GO:0004584]|glycolipid mannosyltransferase activity [GO:0004376]|mannosyltransferase activity [GO:0000030]"
"Q9NY28-1","Homo sapiens (Human)","reviewed","GALNT8","Probable polypeptide N-acetylgalactosaminyltransferase 8 (EC 2.4.1.41) (Polypeptide GalNAc transferase 8) (GalNAc-T8) (pp-GaNTase 8) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8)","2.4.1.41","","GT27","IPR001173|IPR029044|IPR035992|IPR000772","PF00535|PF00652","carbohydrate binding [GO:0030246]|metal ion binding [GO:0046872]|polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]"
"Q9NY97-1","Homo sapiens (Human)","reviewed","B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 (EC 2.4.1.149) (Beta-1,3-N-acetylglucosaminyltransferase 1) (BGnT-1) (Beta-1,3-Gn-T1) (Beta3Gn-T1) (Beta-1,3-galactosyltransferase 7) (Beta-1,3-GalTase 7) (Beta3Gal-T7) (Beta3GalT7) (b3Gal-T7) (Beta-3-Gx-T7) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 7) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2) (BGnT-2) (Beta-1,3-Gn-T2) (Beta-1,3-N-acetylglucosaminyltransferase 2) (Beta3Gn-T2) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 7)","2.4.1.149","","GT31","IPR002659","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|galactosyltransferase activity [GO:0008378]|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]"
"Q9NYU1-1","Homo sapiens (Human)","reviewed","UGGT2","UDP-glucose:glycoprotein glucosyltransferase 2 (UGT2) (hUGT2) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase 2) (UDP-glucose ceramide glucosyltransferase-like 1)","2.4.1.-","","GT24","IPR040497|IPR029044|IPR009448|IPR040693|IPR040694|IPR040692|IPR040525","PF18404|PF18400|PF18401|PF18402|PF18403|PF06427","UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]|unfolded protein binding [GO:0051082]"
"Q9NYU2-1","Homo sapiens (Human)","reviewed","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)","2.4.1.-","","GT24","IPR040497|IPR029044|IPR009448|IPR040693|IPR040694|IPR040692|IPR040525","PF18404|PF18400|PF18401|PF18402|PF18403|PF06427","UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]|unfolded protein binding [GO:0051082]"
"Q9P109-1","Homo sapiens (Human)","reviewed","GCNT4","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (EC 2.4.1.102) (Core 2-branching enzyme 3) (Core2-GlcNAc-transferase 3) (C2GnT3)","2.4.1.102","2.4.1.102","GT14","IPR003406","PF02485","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity [GO:0003829]|N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity [GO:0008109]"
"Q9P2E5-1","Homo sapiens (Human)","reviewed","CHPF2","Chondroitin sulfate glucuronyltransferase (EC 2.4.1.226) (CSGlcA-T) (Chondroitin glucuronyltransferase) (Chondroitin polymerizing factor 2) (ChPF-2) (Chondroitin synthase 3) (ChSy-3) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase)","2.4.1.226","2.4.1.226","","IPR008428","PF05679","acetylgalactosaminyltransferase activity [GO:0008376]|N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity [GO:0050510]"
"Q9P2W7-1","Homo sapiens (Human)","reviewed","B3GAT1","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)","2.4.1.135","2.4.1.135","GT43","IPR005027|IPR029044","PF03360","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]|metal ion binding [GO:0046872]|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity [GO:0008499]"
"Q9UBM8-1","Homo sapiens (Human)","reviewed","MGAT4C","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (EC 2.4.1.145) (N-acetylglucosaminyltransferase IV homolog) (hGnT-IV-H) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc) (GlcNAc-T IVc) (GnT-IVc) (N-acetylglucosaminyltransferase IVc) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc)","2.4.1.145","","GT54","IPR008979|IPR006759","","acetylglucosaminyltransferase activity [GO:0008375]|alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity [GO:0008454]|metal ion binding [GO:0046872]"
"Q9UBQ6-1","Homo sapiens (Human)","reviewed","EXTL2","Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2]","2.4.1.223","","GT64","IPR004263|IPR015338|IPR029044","PF09258","alpha-1,4-N-acetylgalactosaminyltransferase activity [GO:0035248]|glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity [GO:0001888]|glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity [GO:0047237]|glycosaminoglycan binding [GO:0005539]|manganese ion binding [GO:0030145]"
"Q9UBV7-1","Homo sapiens (Human)","reviewed","B4GALT7","Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)","2.4.1.-|2.4.1.133","2.4.1.133","GT7","IPR003859|IPR027791|IPR027995|IPR029044","PF02709|PF13733","beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity [GO:0003831]|galactosyltransferase activity [GO:0008378]|manganese ion binding [GO:0030145]|xylosylprotein 4-beta-galactosyltransferase activity [GO:0046525]"
